Date,Order,Num-Forecast,neg_ASEAN,pos_ASEAN,neu_ASEAN,Topic_probability_ASEAN,Topic-wise_Values_ASEAN,tsf_lr_neg_ASEAN,tsf_lr_neu_ASEAN,tsf_lr_pos_ASEAN,neg_technology,pos_technology,neu_technology,Topic_probability_technology,Topic-wise_Values_technology,tsf_lr_neg_technology,tsf_lr_neu_technology,tsf_lr_pos_technology,neg_fuel,pos_fuel,neu_fuel,Topic_probability_fuel,Topic-wise_Values_fuel,tsf_lr_neg_fuel,tsf_lr_neu_fuel,tsf_lr_pos_fuel,neg_stock,pos_stock,neu_stock,Topic_probability_stock,Topic-wise_Values_stock,tsf_lr_neg_stock,tsf_lr_neu_stock,tsf_lr_pos_stock,neg_market,pos_market,neu_market,Topic_probability_market,Topic-wise_Values_market,tsf_lr_neg_market,tsf_lr_neu_market,tsf_lr_pos_market,neg_Equipment,pos_Equipment,neu_Equipment,Topic_probability_Equipment,Topic-wise_Values_Equipment,tsf_lr_neg_Equipment,tsf_lr_neu_Equipment,tsf_lr_pos_Equipment
2020-12,505.2890324,495.27,0.18366073,0.62608486,0.012639025,0.563489676,0.215943692,7.83E-05,4.66E-05,0.986433529,0.14882813,0.6260115,0.016901195,0.673196018,0.135217811,0.000443904,0.000132673,0.980195694,0.11926832,0.67011322,0.02033544,0.637453139,0.189377514,0.000133391,0.000138817,0.995938705,0.18264121,0.5199322,0.013419741,0.762418449,0.107111606,0.00022912,0.000171546,0.710276009,0.141607625,0.62648219,0.014545866,0.795412511,0.077843298,0.000310236,0.000695054,0.988032966,,,,,,,,
2021-01,512.2768875,505.11,0.236646545,0.622281075,0.013774079,0.588728577,0.212078486,0.000453865,5.46E-05,0.982073812,0.185607795,0.526795635,0.013282876,0.664958984,0.154625517,0.000250892,0.000111713,0.650046537,0.10463651,0.75761265,0.017013315,0.649987817,0.245136507,2.60E-05,3.69E-05,0.999707948,0.172593705,0.56652075,0.014414504,0.846792519,0.105656626,0.000128662,0.000180226,0.924447403,0.26023054,0.6687139,0.01734907,0.784466982,0.152722155,0.000705633,6.18E-05,0.995012883,0.086997166,0.89687573,0.016127166,0.372481138,0.284036855,4.00E-06,1.19E-05,0.999984151
2021-02,528.7909221,521.42,0.07804234,0.6079721,0.02450112,0.556722939,0.223318097,4.25E-05,0.000149973,0.978098625,0.26548955,0.6700964,0.011427716,0.632171988,0.128700454,0.000598994,0.000103625,0.995805774,0.14354718,0.8118524,0.012916733,0.692827761,0.234951868,3.71E-05,2.90E-05,0.999923839,0.16874218,0.42126715,0.016646378,0.840009153,0.113697073,7.40E-05,0.000226061,0.283489705,0.15881253,0.68912944,0.011143672,0.743730843,0.155744911,0.00014807,0.000101869,0.99481825,,,,,,,,
2021-03,527.2156543,519.56,0.3315613,0.4221055,0.03485566,0.613818526,0.170379049,0.021389811,0.000395059,0.24334374,0.16365086,0.71199228,0.014766502,0.716468334,0.161165471,0.00010367,5.83E-05,0.99905825,0.12779538,0.80617105,0.012812906,0.651267439,0.242685536,2.81E-05,2.60E-05,0.999894337,0.13946356,0.48233056,0.018244686,0.766155094,0.150694268,5.25E-05,5.34E-05,0.44383235,0.10379431,0.65076786,0.011648908,0.706257761,0.175225928,0.00011505,5.11E-05,0.992081277,0.55309695,0.054084517,0.39281854,0.368013978,0.107064689,0.916723291,0.083107445,0.000169265
2021-04,568.2280569,559.23,0.06735148,0.789395085,0.020235134,0.531593978,0.237196431,2.59E-05,6.57E-05,0.99986823,0.16486636,0.71331906,0.012591396,0.644125819,0.155683493,4.61E-05,4.80E-05,0.998915169,0.15745566,0.740805,0.010445357,0.612104535,0.17478135,0.000223055,0.000123469,0.999509888,0.17605257,0.44278529,0.015165281,0.730490268,0.09044718,8.55E-05,0.000274724,0.466535197,0.10118422,0.7060389,0.023434374,0.690018356,0.178154631,3.65E-05,7.12E-05,0.998825636,,,,,,,,
2021-05,630.3448146,621.21,0.10288495,0.5662997,0.020160051,0.517852008,0.189983524,5.27E-05,0.000226069,0.905281436,0.135869155,0.49393449,0.013269003,0.689342589,0.155324393,0.000142601,0.000116988,0.555993821,0.15301956,0.7536569,0.013773098,0.614677668,0.222512273,4.45E-05,4.61E-05,0.999667855,0.14913644,0.5173564,0.016340679,0.752604306,0.109131276,0.000160305,0.000184458,0.710276009,0.17829614,0.5896134,0.014915993,0.801489979,0.146358102,0.000235636,9.76E-05,0.953016593,0.402986335,0.57077618,0.009248692,0.482562945,0.19388539,0.458568883,0.000105227,0.528267123
2021-06,561.3762161,554.48,0.298882765,0.357742845,0.013271844,0.538756609,0.214717117,0.010623693,5.94E-05,0.019809069,0.18573692,0.50146514,0.016523557,0.704360962,0.150786223,0.00030182,0.000113656,0.800799618,0.14868414,0.7075482,0.014950913,0.676516891,0.227768725,3.98E-05,4.28E-05,0.997847129,0.11943692,0.524505195,0.020310346,0.722159505,0.122430208,9.66E-05,0.000147242,0.7346157,0.15102191,0.7900551,0.013375265,0.745222986,0.171768715,5.61E-05,2.76E-05,0.999862901,,,,,,,,
2021-07,746.8983236,735.02,0.09224629,0.5723473,0.014943871,0.612863481,0.22175478,4.65E-05,0.00014632,0.920491483,0.17813236,0.45904967,0.016367756,0.704694808,0.20077909,7.50E-05,5.79E-05,0.349157793,0.12071483,0.7782039,0.013888484,0.581528306,0.236581351,2.70E-05,2.86E-05,0.999798683,0.14085492,0.406315935,0.024771689,0.743629039,0.142420216,7.64E-05,0.000336443,0.064695164,0.19769101,0.53664865,0.016576408,0.722469777,0.13859608,0.000126696,6.90E-05,0.813764954,0.34212244,0.21727394,0.026441574,0.547936082,0.207683677,0.009077573,0.00097903,0.000133342
2021-08,600.1224048,591.84,0.11221699,0.58300155,0.020160051,0.610031486,0.195424198,0.000188864,0.000453196,0.942862835,0.173614605,0.6664951,0.019177712,0.69532746,0.147334434,0.000208215,0.000109638,0.997609585,0.160469685,0.7536569,0.01328662,0.665903211,0.20739221,5.78E-05,6.71E-05,0.999667855,0.181791545,0.6997625,0.015589263,0.840127051,0.118499642,8.28E-05,5.90E-05,0.998086499,0.12702818,0.59557077,0.018881573,0.823694766,0.142285778,0.00018804,0.000138464,0.967289558,,,,,,,,
2021-09,603.7876211,596.84,0.386293205,0.35452503,0.023868243,0.567032874,0.173267875,0.409317186,0.000980931,0.014674856,0.093336715,0.79604245,0.015126124,0.672173471,0.19981803,2.58E-05,3.11E-05,0.999879567,0.1066853,0.67987178,0.018828758,0.605493516,0.220827164,3.59E-05,8.30E-05,0.997098868,0.189205765,0.4337928,0.018594909,0.721006751,0.092980819,0.000461376,0.000205269,0.453986572,0.147001945,0.76475907,0.014989204,0.795773417,0.160840376,5.65E-05,4.82E-05,0.999724717,0.309264852,0.678627365,0.012107746,0.423209191,0.222942964,0.470382134,0.001071182,0.528546684
2021-10,653.0889819,643.94,0.1833624,0.6699522,0.014271936,0.571834624,0.194546056,0.000265859,0.000149514,0.995945717,0.14504434,0.70411956,0.014588331,0.680538237,0.155035867,8.31E-05,7.23E-05,0.998458783,0.145468085,0.694782045,0.01922334,0.613830746,0.205694323,6.50E-05,0.000149978,0.998112477,0.13577276,0.299829975,0.027764839,0.766283632,0.125727976,0.000213416,0.000600071,0.002811202,0.190417435,0.524916885,0.011233132,0.847958833,0.117635301,0.000402508,0.000239145,0.592837831,0.010877462,0.016132094,0.9729905,0.529883802,0.341972452,2.20E-05,0.99997354,4.48E-06
2021-11,604.3181242,596.47,0.239624055,0.617023475,0.016330643,0.553247691,0.150799862,0.002984495,0.000428779,0.985965228,0.145863925,0.5625492,0.018240654,0.727194399,0.174406901,7.11E-05,8.35E-05,0.920390393,0.11866273,0.79696435,0.013459685,0.641786873,0.237048793,3.87E-05,4.98E-05,0.99989214,0.15391922,0.4525695,0.023439824,0.80617854,0.096506732,0.000150575,0.000212834,0.233024748,0.21186991,0.69081765,0.014587913,0.783147991,0.149456905,0.000118724,6.69E-05,0.996756117,0.20443104,0.7879068,0.009783817,0.540193617,0.211528342,8.38E-05,6.11E-05,0.999855133
2021-12,642.9904903,632.18,0.1383684,0.671736585,0.013912441,0.565446019,0.205583751,6.80E-05,5.89E-05,0.995423458,0.14839406,0.69942415,0.012406071,0.674888968,0.175362331,0.000232144,4.40E-05,0.998361957,0.15922749,0.73891044,0.020899843,0.64776808,0.198177111,5.98E-05,5.66E-05,0.999404806,0.179252005,0.481375725,0.01530523,0.774881333,0.106102572,0.000206007,0.000171546,0.434104273,0.206136435,0.50485102,0.011658839,0.801317692,0.148625157,0.000236683,0.000105945,0.626969929,0.772600525,0.21829115,0.009108334,0.64113301,0.23948178,0.990760167,0.000664711,0.008575122
2022-01,619.6573863,610.9,0.2102146,0.444273,0.020222798,0.669044077,0.208106857,0.000404874,0.000165089,0.167825507,0.1580088,0.612379315,0.018427553,0.70267871,0.15364431,0.000112651,0.000115589,0.987474442,0.13363862,0.7101505,0.017712293,0.68979913,0.226194412,0.000102749,8.82E-05,0.998897684,0.190949685,0.38861649,0.014714602,0.847457439,0.115022472,0.000281854,0.000205679,0.079399401,0.172632,0.51304225,0.015999052,0.740030796,0.166097554,0.000470535,0.00013674,0.62103348,0.07544303,0.9147732,0.010870353,0.618696868,0.313549482,1.33E-06,7.59E-06,0.999991072
2022-02,631.1159859,620.55,0.10129421,0.7232927,0.029305382,0.556722939,0.223318097,5.32E-05,0.000110728,0.99918354,0.17813236,0.649501,0.012282251,0.680179656,0.159926324,0.000252815,0.000117303,0.99286469,0.150425285,0.59755182,0.015764634,0.662504554,0.22334535,7.63E-05,6.86E-05,0.951872392,0.19238499,0.42994438,0.015587837,0.782581002,0.108717203,0.000114499,0.000195954,0.145166598,0.19380583,0.7532835,0.010753366,0.753509462,0.131745812,0.00019032,8.19E-05,0.999628911,0.580424775,0.218720459,0.200854761,0.428883061,0.121692248,0.943873377,0.042342051,0.013784572
2022-03,750.6905661,741.09,0.113749295,0.7942146,0.012400063,0.62398991,0.232043873,2.58E-05,1.62E-05,0.999887018,0.124634755,0.68929073,0.020917532,0.768308401,0.163108318,0.000196494,0.000144323,0.996867242,0.13951285,0.73855465,0.014495728,0.659602463,0.217878182,4.64E-05,5.65E-05,0.999500959,0.134335175,0.298585915,0.021185536,0.79708755,0.117513472,0.000175052,0.000181262,0.002905042,0.152637215,0.687330545,0.014579856,0.761107504,0.168862921,4.43E-05,0.000183153,0.997092002,0.080718376,0.85631704,0.060045492,0.377984613,0.257042318,3.09E-06,4.29E-05,0.99995474
2022-04,619.5622628,694.44,0.16274711,0.45925322,0.015755555,0.567481577,0.211618365,7.76E-05,9.07E-05,0.255474223,0.178714,0.69759583,0.013935877,0.791778803,0.162203195,0.000139785,4.85E-05,0.998204874,0.14866647,0.68771917,0.014276195,0.684857905,0.203770906,0.000141588,0.000109011,0.997721262,0.19664183,0.40580782,0.015903292,0.844440877,0.099185936,0.00040399,0.000246715,0.110681142,0.25013578,0.53622013,0.014059945,0.664285779,0.161403593,0.000572915,3.92E-05,0.787175964,0.30723235,0.6783224,0.014445341,0.478454113,0.172125286,0.002467632,0.000408679,0.99712369
2022-05,633.7680565,639.46,0.114005044,0.53518003,0.012963689,0.583414018,0.22728139,6.21E-05,9.07E-05,0.772170483,0.18618031,0.580715865,0.01334421,0.742273927,0.156426921,0.000149146,0.000112931,0.935606244,0.132880565,0.5298319,0.015609753,0.646688879,0.221279845,8.08E-05,0.000101814,0.88967915,0.16399528,0.4613814,0.014445691,0.84571445,0.107040203,0.000137141,0.00020131,0.432078395,0.15608758,0.62309563,0.01456649,0.79771328,0.14619729,9.73E-05,8.24E-05,0.985476069,0.07544303,0.4805752,0.01926195,0.482389122,0.277564517,2.01E-05,7.04E-05,0.389197028
2022-06,775.2458359,670.27,0.08663442,0.7011729,0.019801786,0.594022095,0.206323099,7.62E-05,0.000234609,0.99852881,0.14107844,0.75480527,0.017951997,0.759293079,0.172637946,6.50E-05,6.59E-05,0.99960894,0.115883455,0.498269385,0.017736343,0.651480019,0.247924736,4.38E-05,4.96E-05,0.700990246,0.16528347,0.42259777,0.021008758,0.874672413,0.112974223,0.000187993,0.000166325,0.098581723,0.22820523,0.5903138,0.016007027,0.753039181,0.171768715,0.000705835,8.74E-05,0.983924328,0.38013417,0.609384875,0.010480982,0.377915457,0.13269086,0.2128639,0.002264458,0.784871642
2022-07,744.5450827,642.12,0.13148068,0.36624065,0.014968547,0.560965538,0.21768591,5.99E-05,0.00010267,0.015704634,0.152261115,0.6162946,0.014798394,0.749266237,0.170460773,0.000140737,8.56E-05,0.978019026,0.26961103,0.5807012,0.01393604,0.654984027,0.18596319,0.000847944,0.000158114,0.942699079,0.18149422,0.3897088,0.017990916,0.902104676,0.084516035,0.000362826,0.001375152,0.092225732,0.191839835,0.4823559,0.014678151,0.72284937,0.157401768,0.000119038,6.55E-05,0.379293561,0.007463554,0.020078985,0.9724576,0.616144359,0.340632012,2.01E-05,0.999975182,4.74E-06
2022-08,657.0983466,618.75,0.16126862,0.4633817,0.02522874,0.570638597,0.195335055,0.000636029,0.000703653,0.269501147,0.12206828,0.59002817,0.018223783,0.740767658,0.177529227,8.36E-05,9.73E-05,0.972776491,0.12552917,0.707501125,0.017636175,0.645138771,0.247378781,2.99E-05,4.05E-05,0.998686893,0.17403858,0.43668962,0.016876771,0.85340178,0.09787391,0.00019522,0.000411514,0.174821688,0.12866291,0.65076786,0.018187575,0.829140961,0.140873295,9.21E-05,0.000208333,0.992081277,0.2901464,0.7021716,0.007681863,0.431929797,0.180475711,0.001258475,0.000251721,0.998489804
2022-09,775.7935727,696.69,0.16094705,0.621679,0.015399758,0.590666711,0.188286749,0.000146265,0.000101069,0.984592728,0.15664884,0.6868275,0.014518436,0.716632128,0.167528982,0.000106521,8.69E-05,0.997467541,0.085759547,0.617556225,0.016747692,0.631654859,0.255091244,3.61E-05,4.92E-05,0.95784702,0.12715838,0.44029535,0.025332854,0.903140784,0.123368466,6.02E-05,0.000403345,0.298329365,0.17840041,0.7226148,0.016239672,0.777346641,0.148008982,8.28E-05,5.37E-05,0.999034567,0.25067744,0.74039453,0.008927981,0.444290578,0.185514995,0.000373858,0.000135377,0.999490765
2022-10,808.0819346,581.26,0.115079705,0.58433995,0.016633763,0.598613084,0.220722817,7.73E-05,0.000111374,0.949312499,0.166863385,0.644531975,0.016029569,0.722351551,0.163177909,0.000196775,0.000153411,0.992707469,0.122814405,0.67266365,0.020363965,0.627966106,0.235181525,9.36E-05,7.23E-05,0.997486854,0.157994285,0.41685097,0.019521099,0.857631237,0.104076059,0.000185782,0.000449728,0.161274278,0.13864504,0.44841218,0.019009633,0.761671096,0.156379826,8.74E-05,8.88E-05,0.258177844,0.0526928,0.800507025,0.018262128,0.522162915,0.311672844,1.16E-05,0.000170362,0.998667642
2022-11,729.7501115,708.1,0.200272135,0.6023351,0.014690322,0.527691364,0.151055227,0.000630683,0.000436435,0.969287079,0.116191425,0.55917445,0.015185099,0.725619078,0.174138035,8.78E-05,0.0001262,0.898330483,0.1324142,0.73496574,0.017835276,0.672445416,0.22558196,5.38E-05,9.60E-05,0.999443298,0.14613698,0.5788074,0.019331265,0.893637717,0.113436463,8.97E-05,0.00020131,0.952519975,0.22936437,0.65364254,0.011680128,0.791442454,0.134916657,0.000812138,9.54E-05,0.992863166,0.296603995,0.692073565,0.020390835,0.650693148,0.277564517,0.003444427,7.04E-05,0.996165882
2022-12,,625.18,0.097394038,0.722528215,0.017673712,0.611879766,0.222096463,3.86E-05,4.05E-05,0.999121832,0.125844175,0.518861355,0.018549591,0.676524311,0.176312937,0.000129012,0.000165001,0.76063723,0.14230103,0.467854485,0.018136611,0.615858406,0.179557775,0.000313387,0.000269856,0.496230428,0.19611044,0.53218425,0.0153995,0.884110093,0.099359983,0.000238868,0.00016783,0.818687139,0.14794663,0.6573767,0.013423452,0.810486972,0.153801663,7.80E-05,7.34E-05,0.994793012,0.4032353,0.486585375,0.014213553,0.481137573,0.227813732,0.24134217,0.000809445,0.442544592
2023-01,,533.78,0.17272441,0.7182514,0.012736278,0.641524553,0.212576154,0.000135757,8.06E-05,0.999072153,0.16327375,0.70285624,0.015170259,0.652389228,0.162406024,0.000163597,8.30E-05,0.998357378,0.11429438,0.7619982,0.013144897,0.62962243,0.231471646,3.12E-05,5.71E-05,0.999699272,0.152643995,0.414697375,0.018079255,0.893258483,0.114661765,0.000122248,0.000291214,0.137655773,0.42816058,0.3687714,0.012083693,0.743264079,0.110217939,0.107099864,0.000317427,0.015454417,0.1659032,0.054647185,0.77944964,0.430744857,0.235243246,0.001249565,0.998693546,5.69E-05
2023-02,,670.75,0.12468215,0.48973772,0.012830221,0.562965214,0.192100319,0.00017023,0.000324298,0.450479954,0.074716825,0.63774195,0.021488997,0.642389328,0.175596031,0.000110696,0.000127833,0.991885414,0.22357231,0.71279234,0.010689482,0.624703109,0.201698735,0.00033097,6.55E-05,0.999005495,0.25192036,0.44290014,0.013421668,0.927121759,0.099668866,0.00056547,0.000321543,0.28152307,0.1870217,0.80090266,0.012704246,0.790738523,0.163500288,5.40E-05,1.81E-05,0.999898712,,,,,,,,
2023-03,,629.3,0.106990398,0.65755519,0.01680178,0.578238994,0.219056985,4.81E-05,7.83E-05,0.993429849,0.17838979,0.51380306,0.01582579,0.680535674,0.155169251,0.000269452,7.24E-05,0.769482297,0.1811318,0.6973025,0.01279644,0.637064755,0.176481177,0.000217581,0.000138214,0.99834655,0.18251841,0.43050876,0.0177787,0.840162218,0.095770217,0.000329815,0.000251508,0.123570945,0.15147108,0.67450305,0.013585782,0.807143092,0.150524972,0.000102413,7.29E-05,0.996141894,0.345278808,0.49823158,0.017485736,0.524359911,0.301399915,0.491796359,1.08E-05,0.500013824
2023-04,,648.19,0.114741825,0.784850745,0.014301132,0.568394751,0.202786951,6.21E-05,4.78E-05,0.999854382,0.10984817,0.69759583,0.013153693,0.645469248,0.176587383,3.55E-05,9.54E-05,0.998145768,0.12750627,0.704262485,0.012643045,0.593647033,0.207841669,0.000103938,0.000121319,0.998433945,0.15344023,0.44524991,0.015022652,0.916216612,0.129096868,7.21E-05,0.000381714,0.204702734,0.11693035,0.51045126,0.019162351,0.797415853,0.151840457,4.64E-05,8.26E-05,0.596212152,,,,,,,,
2023-05,,664.16,0.13798482,0.6023778,0.015849174,0.620333821,0.218440992,8.12E-05,8.06E-05,0.970935413,0.15418941,0.6525123,0.015480594,0.741334677,0.163139892,0.000119156,9.38E-05,0.993307622,0.135785395,0.72635158,0.014978827,0.664241821,0.218949917,5.49E-05,7.31E-05,0.999212601,0.15982407,0.50087965,0.017610207,0.808991373,0.112591096,0.000156676,0.000186487,0.675403661,0.1826098,0.6452065,0.012620946,0.787317753,0.148767044,0.000177327,7.25E-05,0.991119719,0.30723235,0.6108223,0.010821424,0.505731642,0.211528342,0.004563639,0.00016089,0.974972997
2023-06,,657.88,0.088672573,0.80652991,0.020144026,0.653656245,0.219723811,1.43E-05,2.58E-05,0.999875596,0.193569245,0.564006315,0.014559112,0.676044613,0.125606469,0.000824718,0.000204602,0.91259648,0.16840127,0.77043813,0.013280888,0.687651217,0.214224448,6.88E-05,4.97E-05,0.999807627,0.19444782,0.35319895,0.01508074,0.925799668,0.112568114,0.00031053,0.000206523,0.020572866,0.069243277,0.88069215,0.02376477,0.886139542,0.207850967,5.92E-06,9.76E-06,0.999979679,,,,,,,,
2023-07,,,0.1421896,0.6737095,0.01813136,0.547578275,0.205443091,6.28E-05,5.67E-05,0.996602857,0.19042502,0.5736197,0.014854008,0.607322037,0.169079356,0.00063025,5.35E-05,0.977384901,0.105090775,0.688034225,0.0155389,0.679462076,0.222252453,2.90E-05,0.000111432,0.994449214,0.14649986,0.33440735,0.026319796,0.91416964,0.113675374,0.000182598,0.000494023,0.019687882,0.35853827,0.166699625,0.010329526,0.783744931,0.159170314,0.333411068,3.29E-05,0.000384275,,,,,,,,
2023-08,,,0.171020795,0.62509738,0.011584534,0.684753329,0.204966241,0.000230195,9.78E-05,0.952702383,0.19990346,0.6354843,0.012925862,0.69945842,0.12848979,0.000481051,0.000175839,0.988408201,0.12326234,0.72388846,0.012669401,0.637517214,0.20552956,3.51E-05,0.000238574,0.998624917,0.118520735,0.4362257,0.033860967,0.917060316,0.11211181,0.000102865,0.000786894,0.155963175,0.295059165,0.48578722,0.010107502,0.822987646,0.124589426,0.009791227,0.00049878,0.494427349,0.62352335,0.36801094,0.008465714,0.679613531,0.175424467,0.981536724,0.001314197,0.017149079
